CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
150-68-5,Monuron,5,1267,0.8860563341531189,1.4960985507189961,0.3708793333158239,-1.2859673333620334,-1.4312134833370151,-1.13670479345487,0.2945086898821452
116255-48-2,Bromuconazole,1,1267,,,,-2.3411424642017202,-2.512467932435421,-2.181746469553189,0.3307214628822317
4180-23-8,(E)-Anethole,2,1267,,,,-1.4178046951465726,-1.5638882083844672,-1.265855275649565,0.2980329327349023
101-79-1,4-Chloro-4'-aminodiphenyl ether,1,1267,,,,-2.8056364260254583,-3.0092160032195845,-2.6091847708649145,0.40003123235467
7783-20-2,Ammonium sulfate,8,1267,0.8256505933239309,2.2267887556066137,0.8518315182120577,-0.02758931216834526,-0.1751779708383052,0.11450111185541421,0.2896790826937194
375-95-1,PFNA,2,1267,,,,-1.347575632006366,-1.526341558013935,-1.1891324231885738,0.3372091348253612
3689-24-5,Sulfotepp,1,1267,,,,-4.196562241541036,-4.425259605861557,-3.971704144384162,0.4535554614773951
243973-20-8,Pinoxaden,1,1267,,,,-1.7051099745067388,-1.87423381573452,-1.5592023353296085,0.31503148040491147
3096-70-6,"3,5-Dimethyl-4-aminophenol",1,1267,,,,-2.076662689760341,-2.221515390122514,-1.924666298792079,0.2968490913304349
3572-06-3,4-(4-(Acetyloxy)phenyl)-2-butanone,2,1267,,,,-1.3336313385952496,-1.474291745006884,-1.1810599314392751,0.29323181356760886
15950-66-0,"2,3,4-Trichlorophenol",1,1267,,,,-1.9061491727304098,-2.0521512951523326,-1.7576382673076312,0.29451302784470146
108-90-7,Chlorobenzene,13,1267,0.23951090119923957,1.1765904876989965,0.5697039366575827,-0.8785689850782403,-1.0079293430285545,-0.7429552918237192,0.2649740512048353
132-66-1,Naptalam,1,1267,,,,-2.3118146029821274,-2.5440028862368798,-2.095421046323285,0.44858183991359457
41814-78-2,"2,7,8,9-Tricyclazole",3,1267,,,,-1.6979334793651137,-1.8410986311064583,-1.5486283070025408,0.2924703241039175
91-64-5,Coumarin,2,1267,,,,-1.115789237034385,-1.2531690421092858,-0.9748201178297059,0.2783489242795799
96-13-9,"2,3-Dibromopropanol",2,1267,,,,-0.6532914714257069,-0.804213905148731,-0.5018832367270165,0.3023306684217145
2941-78-8,2-Amino-5-methylbenzoic acid,1,1267,,,,-3.7032509823380493,-4.0146879196210135,-3.416447518078072,0.5982404015429417
23031-36-9,Prallethrin,1,1267,,,,-3.696730021150646,-3.880300509149734,-3.5187858478455616,0.3615146613041724
367-25-9,"2,4-Difluoroaniline",1,1267,,,,-1.823958435875232,-2.0143378154751064,-1.6364603441563645,0.37787747131874183
80844-07-1,Etofenprox,5,1267,-3.2248715865973656,-0.7554353895417917,1.5013106069701534,-3.925587715742337,-4.092922838375388,-3.768421417811809,0.3245014205635792
106-50-3,"1,4-Benzenediamine",1,1267,,,,-1.571179499624734,-1.7545933997774568,-1.3944891007208673,0.36010429905658947
124-03-8,Ethylhexadecyldimethylammonium bromide,1,1267,,,,-4.067763612740559,-4.3350599108203225,-3.8187411770581883,0.5163187337621342
1663-39-4,tert-Butyl acrylate,1,1267,,,,-2.201003200055515,-2.428748955803551,-1.9866444293453127,0.4421045264582384
100-14-1,4-Nitrobenzyl chloride,1,1267,,,,-1.436943156818789,-1.5833595490937065,-1.2978211259941899,0.2855384230995166
16423-68-0,FD&C Red 3,1,1267,,,,-1.4537076178942796,-1.6414231287646197,-1.2644937090812707,0.37692941968334903
7783-36-0,"Sulfuric acid, dimercury(1+) salt",1,1267,,,,-2.5100703474039907,-2.7044440078515666,-2.330288804047121,0.3741552038044458
36001-88-4,Amiprofos-methyl,1,1267,,,,-3.2695542007841976,-3.509216224806098,-3.0441038896080728,0.4651123351980253
279-23-2,Bicyclo[2.2.1]heptane,1,1267,,,,-2.421218870964399,-2.66773236722639,-2.1854061540402947,0.4823262131860955
72-14-0,Sulfathiazole,2,1267,,,,-0.7688418771605479,-0.9219635295020282,-0.6314922938515296,0.2904712356504986
17700-09-3,"2,3,4-Trichloronitrobenzene",1,1267,,,,-3.748091580481055,-4.0244422875293,-3.5084240117671235,0.516018275762177
10031-82-0,p-Ethoxybenzaldehyde,1,1267,,,,-1.2666915916785424,-1.4184991540110135,-1.1030947671758509,0.3154043868351626
469-61-4,alpha-Cedrene,1,1267,,,,-3.1492532363374757,-3.3594180441270916,-2.9366084905406775,0.42280955358641403
619-15-8,"2,5-Dinitrotoluene",1,1267,,,,-2.0610891170637777,-2.2284542554547926,-1.896297739786224,0.33215651566856863
4316-42-1,1-Butylimidazole,1,1267,,,,-1.6214824245475117,-1.8139460720121336,-1.4499020365265567,0.36404403548557696
18172-67-3,(-)-beta-Pinene,2,1267,,,,-2.110978914638028,-2.257358696017678,-1.9546883545537856,0.3026703414638925
31972-44-8,Fenamiphos sulfone,1,1267,,,,-3.527615614590487,-3.710814037573819,-3.3390371890647894,0.37177684850902937
127-68-4,Sodium 3-nitrobenzenesulfonate,1,1267,,,,-0.7129537875448896,-0.9146485209696394,-0.5159483484391607,0.39870017253047874
87-68-3,"Hexachloro-1,3-butadiene",4,1267,,,,-2.2461194523469614,-2.3974917476740893,-2.1036764096088576,0.29381533806523175
94125-34-5,Prosulfuron,1,1267,,,,-3.991872751183304,-4.266066870149871,-3.7396762597187205,0.5263906104311502
58-63-9,Inosine,1,1267,,,,-4.622709984786233,-5.04877701401191,-4.185286154496849,0.8634908595150614
13067-93-1,Cyanofenphos,3,1267,,,,-2.7328640217030937,-2.912562951088087,-2.568152932547558,0.344410018540529
3344-12-5,Isomalathion (metabolite of malathion),1,1267,,,,-4.099389387504849,-4.33313907246293,-3.865844531909635,0.4672945405532949
105-37-3,Ethyl propionate,10,1267,1.3811088345230889,1.8473632507469777,0.28346255775234674,-0.29281059814993987,-0.43274029461208285,-0.15321754449100158,0.2795227501210813
74223-64-6,Metsulfuron-methyl,1,1267,,,,-1.9227955604086586,-2.095400230015435,-1.759871122583877,0.33552910743155784
13194-48-4,Ethoprop,2,1267,,,,-2.5432599353691794,-2.70023954419613,-2.384733089816654,0.31550645437947633
120-82-1,"1,2,4-Trichlorobenzene",8,1267,-0.5025173725984535,-0.05537247260306864,0.27184479680669893,-1.673742875307994,-1.810042990876878,-1.5423901567877563,0.26765283408912177
152-16-9,Schradan,4,1267,,,,-0.8963910642349047,-1.0543413219769513,-0.7438722159657469,0.31046910601120437
10325-94-7,Cadmium dinitrate,22,1267,-2.1383225721184984,-0.3911646941277237,1.0621965683529602,-2.078857550706076,-2.2089011269903454,-1.9476575702371264,0.261243556753219
110-91-8,Morpholine,1,1267,,,,-0.31964265851090556,-0.4827015576460155,-0.1711463952797154,0.3115551623663001
7773-06-0,Ammonium sulfamate,4,1267,,,,0.11302370708232626,-0.04311125516102303,0.2685021006636309,0.31161335582465394
2623-87-2,4-Bromobutyric acid,1,1267,,,,-3.5680237187609443,-3.9133699657110435,-3.257740564732594,0.6556294009784494
87-89-8,myo-Inositol,1,1267,,,,-2.546170979431203,-2.8440139111366545,-2.251700791213596,0.5923131199230585
1327-53-3,Arsenic oxide (As2O3),14,1267,0.5152460877410359,1.0699811554361385,0.3372549743062752,-1.3375943541203603,-1.4667591807086247,-1.2215637883431723,0.2451953923654524
1610-18-0,Prometon,7,1267,-0.13953205467058805,1.0547212860985689,0.7260544775540628,-1.1783460811340492,-1.3155538516151768,-1.042370715512012,0.2731831361031647
500008-45-7,Chlorantraniliprole,2,1267,,,,-3.398886482343643,-3.5871089085636263,-3.2329131959639374,0.35419571259968885
1314-13-2,Zinc oxide,2,1267,,,,-1.6931474409004696,-1.8426755946020612,-1.5368465658876462,0.305829028714415
80-73-9,"N,N'-Dimethylimidazolidinone",1,1267,,,,-3.596256998978681,-3.9749963268138493,-3.2530163311938907,0.7219799956199586
1313-82-2,Disodium sulfide,13,1267,-1.332063666473315,0.47028612566294553,1.0957508696239961,-1.3707451204000243,-1.5075694973018443,-1.2371352966086224,0.2704342006932219
302-17-0,Chloral hydrate,2,1267,,,,-1.02153559588958,-1.208561494344869,-0.8362511900413037,0.3723103043035654
7697-37-2,Nitric acid,3,1267,,,,-0.8826107522871491,-1.0467794694827899,-0.6984170322989981,0.3483624371837918
103-54-8,3-Phenylprop-2-en-1-yl acetate,1,1267,,,,-2.41819639272416,-2.6259424581696833,-2.217838368068524,0.4081040901011592
118-79-6,"2,4,6-Tribromophenol",2,1267,,,,-1.996130650628476,-2.1457393255500694,-1.8453627997229296,0.3003765258271398
94005-98-8,"4-(4-Chloro-2-methylphenoxy)butyric acid, compound with dimethylamine (1:1)",2,1267,,,,-1.7031280899052454,-1.8572633457030805,-1.5504380900025907,0.3068252557004898
163515-14-8,Dimethenamid-P,1,1267,,,,-1.670981972789298,-1.8456278511238757,-1.5189094969696157,0.32671835415426
2310-17-0,Phosalone,7,1267,-1.3916321109573484,-0.3160653180136816,0.6538981799475332,-2.4880957564919024,-2.6161899186405386,-2.361380333495301,0.25480958514523744
108-85-0,Bromocyclohexane,4,1267,,,,-1.293796598882158,-1.4394270174789483,-1.1618045117145692,0.2776225057643791
2642-71-9,Azinphos-ethyl,5,1267,-3.07740003132172,-2.484570831532886,0.3604145621684085,-3.673251344709021,-3.8074080776826147,-3.5433242534020573,0.26408382428055743
37262-61-6,"Propionic acid, phenethyl ester mixed with eugenol (7:3)",2,1267,,,,-1.8126385089523822,-1.975395509179477,-1.6533584518129967,0.32203705736648036
70343-06-5,"Benzenamine, 2,6-dinitro-3-methyl- (9CI)",1,1267,,,,-1.6595705952351938,-1.8291039462989476,-1.483708302155055,0.34539564414389257
24151-93-7,Piperophos,4,1267,,,,-2.1336649304669724,-2.299756913115328,-1.9823693669393876,0.31738754617594056
62-76-0,Sodium oxalate,1,1267,,,,-0.3033678366754651,-0.4862038314520275,-0.12499619248676402,0.3612076389652635
96-41-3,Cyclopentanol,1,1267,,,,-0.5492872737914074,-0.7270834660360056,-0.3514205490779517,0.37566291695805387
129630-19-9,Pyraflufen-ethyl,1,1267,,,,-3.2182539980875413,-3.400889479455018,-3.0507452379837985,0.3501442414712197
79559-97-0,Sertraline hydrochloride,4,1267,,,,-3.737569028364782,-3.889005548351137,-3.614397190437655,0.27460835791348215
7173-51-5,Didecyldimethylammonium chloride,10,1267,-1.639707855278957,-0.6736859799757957,0.5872995988667759,-2.672000162815382,-2.80774286771925,-2.5306337057713937,0.2771091619478563
1138-52-9,"3,5-Di-tert-butylphenol",1,1267,,,,-2.261909449602049,-2.4336130996067924,-2.0880647906116243,0.3455483089951681
10102-44-0,Nitrogen dioxide,2,1267,,,,-0.8165682269175116,-0.9751343924225601,-0.6561914425830031,0.31894294983955696
330-54-1,Diuron,28,1267,-1.621633588866304,0.1094624041087324,1.052431635624261,-2.1867411175836375,-2.338887386218219,-2.0493914430369835,0.2894959431812354
60-00-4,Ethylenediaminetetraacetic acid,2,1267,,,,-0.8694997295212875,-1.0166250826547536,-0.7104490543071871,0.3061760283475665
577-11-7,Docusate sodium,2,1267,,,,-2.291152253089753,-2.4850639060604682,-2.0997501410330255,0.38531376502744275
2303-16-4,Diallate,1,1267,,,,-2.54495972525119,-2.7311115466510922,-2.35142999675909,0.3796815498920023
110-65-6,"2-Butyne-1,4-diol",1,1267,,,,-0.9102789621122285,-1.0797836539251986,-0.7399879322631197,0.33979572166207894
960003-90-1,"S-[(2S)-Butan-2-yl] O-ethyl (S)-(2-oxo-1,3-thiazolidin-3-yl)phosphonothioate",1,1267,,,,-3.2484130474311295,-3.479398758539341,-3.0480960203966485,0.4313027381426924
59729-33-8,Citalopram,1,1267,,,,-2.5335474727674345,-2.7327045358689475,-2.358311042640492,0.3743934932284554
127967-03-7,"(S)-7-(3-Amino-1-pyrrolidinyl)-1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-1,8-naphthyridine-3-carboxylic acid",1,1267,,,,-3.7632694657536323,-4.047979245716163,-3.489157707665996,0.5588215380501667
77-73-6,Dicyclopentadiene,9,1267,0.23301253894046792,0.9374480367652319,0.4282663735437333,-1.2941147885611508,-1.4200996000125936,-1.1668280495440189,0.25327155046857475
618-62-2,"Benzene, 1,3-dichloro-5-nitro-",1,1267,,,,-2.5160064315551685,-2.721437959665813,-2.3180146781913096,0.40342328147450335
79-57-2,Oxytetracycline,5,1267,0.1682463285225939,1.7309620601726405,0.9500637053926443,-1.1596694220485875,-1.3408184630741184,-1.0061548686112332,0.3346635944628853
1762-95-4,"Thiocyanic acid, ammonium salt",1,1267,,,,-0.8916181157955727,-1.0722112967432105,-0.7022313271305777,0.3699799696126328
108-18-9,Diisopropylamine,5,1267,2.3404639651253625,2.7736756473395845,0.2633740018661265,-0.006384811506676025,-0.1550588209643348,0.13824241971144613,0.2933012406757809
88-30-2,3-Trifluoromethyl-4-nitrophenol,6,1267,-0.33788224054239924,0.5174260385552834,0.5199905116681341,-1.2739379377408233,-1.3936397892422256,-1.1587837426200551,0.23485604662217052
76703-62-3,gamma-Cyhalothrin,6,1267,-6.775859125423778,-3.770488282200849,1.8271357365658132,-5.636657006268756,-5.786363531823097,-5.494164644344804,0.2921988874782935
427-51-0,Cyproterone acetate,2,1267,,,,-2.662583986060725,-2.8570095295441,-2.4824895355955494,0.3745199939485504
1694-09-3,Benzyl Violet 4B,1,1267,,,,-3.5455825404292236,-3.8284856971573347,-3.276058566348556,0.5524271308087787
13463-67-7,Titanium dioxide,5,1267,0.536262303469782,1.6162085354757205,0.6565606898453825,-0.9660895657797149,-1.14162846791244,-0.7940051130247643,0.3476233548876757
2212-59-1,"2,4-D-N-oleyl-1,3-propylenediamine salt",1,1267,,,,-3.1884805128748317,-3.387264275086595,-3.0147564178378485,0.37250785724874635
569-64-2,Malachite green,14,1267,-2.748625831286781,-0.3762125435541557,1.4423248663953105,-2.490193265516031,-2.6303553938914854,-2.364981322764332,0.2653740711271535
51580-86-0,Sodium dichloro-s-triazinetrione dihydrate,1,1267,,,,-2.527658800630686,-2.7003333002821592,-2.3660432420247557,0.33429005825740354
1740-19-8,Dehydroabietic acid,2,1267,,,,-1.770755009051023,-1.9153133776965623,-1.6377933742758826,0.27752000342067973
95-03-4,"Benzenamine, 5-chloro-2-methoxy-",1,1267,,,,-2.6467432601192145,-2.893914337170262,-2.4148524465030325,0.4790618906672295
107-10-8,Propylamine,2,1267,,,,-0.5165086123926103,-0.7009157851851899,-0.32403931715375045,0.3768764680314395
7647-15-6,Sodium bromide,8,1267,3.693117707720246,3.9842148259658137,0.1769744817872208,0.7998120170339937,0.6285199237871623,0.9748081290997008,0.34628820531253857
86479-06-3,Hexaflumuron,1,1267,,,,-5.064002066426396,-5.333497684459975,-4.7910065253575445,0.5424911591024308
301-12-2,Oxydemeton-methyl,4,1267,,,,-1.6586478019041735,-1.8009134248503282,-1.523603625815134,0.27730979903519426
134-32-7,1-Naphthylamine,1,1267,,,,-1.9220842803972218,-2.112367401121767,-1.7438239205467536,0.3685434805750132
17372-87-1,Eosin,1,1267,,,,-1.2632424282623216,-1.4597808279473872,-1.0565284986635244,0.4032523292838628
88-85-7,Dinoseb,9,1267,-1.5757110767031675,-0.5510091309049551,0.6229745486213063,-2.185565617646038,-2.311939965247125,-2.0690121791074647,0.24292778613966037
119-93-7,"3,3'-Dimethylbenzidine",1,1267,,,,-1.9988505874003848,-2.1713683818163783,-1.836540419337026,0.3348279624793522
2702-72-9,"2,4-D sodium salt",8,1267,1.865615122510755,2.772640930996534,0.5514325369892252,-0.3647353704418615,-0.5171785643285106,-0.20543975018155747,0.31173881414695315
542-76-7,3-Chloropropionitrile,1,1267,,,,-1.6556576136313246,-1.8774911370440388,-1.4228916989220992,0.4545994381219396
627-00-9,4-Chlorobutyric acid,1,1267,,,,-2.764149263851484,-3.0525838350667973,-2.4744646220250095,0.5781192130417878
112-18-5,"N,N-Dimethyldodecan-1-amine",1,1267,,,,-3.446711636355156,-3.6939896783189945,-3.2297961918710505,0.464193486447944
22515-51-1,Triethylplumbyl 2-methylprop-2-enoate,1,1267,,,,-3.58553868971572,-3.827918455859615,-3.342040599964898,0.48587785589471677
122-88-3,4-Chlorophenoxyacetic acid,1,1267,,,,-1.74871497153033,-1.9454509566648812,-1.5633158521266821,0.3821351045381991
575-41-7,"1,3-Dimethylnaphthalene",1,1267,,,,-2.1293916316375237,-2.3191616458194235,-1.9552641921889806,0.3638974536304429
59756-60-4,Fluridone,11,1267,-0.8099402881115777,0.5163567208495171,0.8063313277420422,-1.0788419551051813,-1.2116370596452244,-0.9455193849051293,0.26611767474009507
7758-11-4,Dipotassium monohydrogen phosphate,1,1267,,,,-0.5490318196984771,-0.7345631815469689,-0.3738825196058921,0.3606806619410768
4680-78-8,FD&C Green No. 1,1,1267,,,,-4.148326375167997,-4.472036636345139,-3.8563010889837206,0.6157355473614188
2300-66-5,Dicamba-dimethylammonium,2,1267,,,,-1.3278620102124454,-1.5101622654970686,-1.1531811722465333,0.3569810932505353
618-87-1,"3,5-Dinitroaniline",1,1267,,,,-1.147520320406588,-1.2906626948602282,-1.01111509715035,0.27954759770987825
106-44-5,p-Cresol,8,1267,0.5665582973737935,0.9717274090039315,0.2463253294951645,-0.8355189071747529,-0.9686156761695182,-0.7109929556507237,0.2576227205187944
632-99-5,C.I. Basic Violet 14,1,1267,,,,-2.7971680947037285,-2.9875499708266395,-2.6186846421980183,0.3688653286286212
90-13-1,1-Chloronaphthalene,4,1267,,,,-1.7392535477307804,-1.8637908487485983,-1.6193962069508845,0.24439464179771386
1002-62-6,Sodium decanoate,1,1267,,,,-1.5744440249460843,-1.7700770095142118,-1.392148640318181,0.3779283691960307
822-87-7,2-Chlorocyclohexanone,1,1267,,,,-2.0354775654599786,-2.2548340154465087,-1.8269015812753893,0.4279324341711195
13863-41-7,Bromine chloride,10,1267,-1.1038168087024534,-0.5697912703098617,0.3246644744811368,-1.7614579865427726,-1.8728473426805623,-1.652234459983594,0.22061288269696822
141-28-6,Diethyl hexanedioate,1,1267,,,,-1.5124436882565389,-1.6701291492435268,-1.3545201155761815,0.3156090336673454
101043-37-2,Microcystin LR,1,1267,,,,-3.5711186149289604,-3.7730520639259635,-3.3753939830086876,0.39765808091727584
616-73-9,"2,4-Dinitro-5-methylphenol",1,1267,,,,-4.656389467961665,-5.031955170012806,-4.294069781841013,0.7378853881717928
95-64-7,"3,4-Dimethylaniline",2,1267,,,,-1.638703687542074,-1.819478002748548,-1.4629159148720974,0.3565620878764506
33245-39-5,Fluchloralin,1,1267,,,,-3.053293167149998,-3.2020141869959278,-2.9158246129139807,0.2861895740819471
309-00-2,Aldrin,44,1267,-3.2054481398156636,-1.3822996905713367,1.1083955553074354,-3.3312369176602257,-3.4758669446518375,-3.1928576986418555,0.283009246009982
1464-42-2,Selenomethionine,1,1267,,,,-2.5383629326938095,-2.706374101043231,-2.3715434893184426,0.33483061172478834
1336-21-6,Ammonium hydroxide,4,1267,,,,-1.3787581521675056,-1.5454139217360956,-1.210538088343585,0.3348758333925106
67-66-3,Chloroform,14,1267,0.8268142283855244,1.7944083047040358,0.5882554292151965,-0.020874890345810693,-0.15456743538850815,0.10741849738644678,0.2619859327749549
22204-53-1,Naproxen,2,1267,,,,-1.3930667153372278,-1.562052781354326,-1.2230500295142557,0.3390027518400702
80-05-7,Bisphenol A,10,1267,-0.7560677726013982,0.48863366993924995,0.7567247456830212,-1.0498637345884885,-1.1714909237673563,-0.9329299973709333,0.238560926396423
7631-90-5,Sodium bisulfite,3,1267,,,,-0.6544625354472641,-0.8081543338765512,-0.503532583924068,0.30462174995248326
6408-78-2,Acid Blue 25,1,1267,,,,-2.027680149628744,-2.202157627792812,-1.8589726754975,0.3431849522953121
55283-68-6,Ethalfluralin,2,1267,,,,-2.7940257686694565,-2.947946258366986,-2.6478830914803293,0.3000631668866567
307-55-1,Perfluorododecanoic acid,2,1267,,,,-2.375111258496973,-2.5763157777238623,-2.1940147226871476,0.38230105503671474
125225-28-7,Ipconazole,1,1267,,,,-2.6525803086395805,-2.8410037023489667,-2.472548434042452,0.36845526830651476
91-40-7,N-Phenylanthranilic acid,1,1267,,,,-2.403414077399731,-2.614022583321393,-2.1980914679810764,0.41593111534031646
1455-18-1,3-Methylbenzo[b]thiophene,1,1267,,,,-3.0364543066328835,-3.283806892681908,-2.778264686011943,0.5055422066699653
375-01-9,"1-Butanol, 2,2,3,3,4,4,4-heptafluoro-",1,1267,,,,-2.700870498460138,-2.968490137780671,-2.455809864861926,0.512680272918745
151-56-4,Ethyleneimine,1,1267,,,,-2.2337344993520443,-2.492474039204709,-1.9839717051359247,0.5085023340687842
82633-79-2,"2-Methyl-5,6-dihydro-2H-cyclopenta[d][1,2]thiazol-3(4H)-one",1,1267,,,,-1.9190681847455444,-2.091474669942991,-1.758049513665788,0.33342515627720304
882-09-7,Clofibric acid,2,1267,,,,-0.6639579160066014,-0.8124050116180106,-0.5129637978166673,0.29944121380134325
5221-53-4,Dimethirimol,1,1267,,,,-1.7011785622615117,-1.888912700448097,-1.518450689184027,0.37046201126406997
15307-79-6,Diclofenac sodium,3,1267,,,,-0.8252637683415036,-0.9742848614542026,-0.6844856673452434,0.28979919410895916
622-45-7,Cyclohexyl acetate,1,1267,,,,-1.2661071785060645,-1.438664299983827,-1.0952741073026697,0.34339019268115734
16606-02-3,"2,4',5-Trichlorobiphenyl",1,1267,,,,-3.905265880842846,-4.170139357219196,-3.6624956344879953,0.507643722731201
19329-89-6,Isopentyl lactate,1,1267,,,,-2.1191417393285823,-2.350713692723784,-1.9016956385654782,0.44901805415830576
2253-73-8,Isopropyl isothiocyanate,1,1267,,,,-2.3229571707270824,-2.562499370759634,-2.1059273946398744,0.4565719761197595
71-41-0,1-Pentanol,4,1267,,,,0.17485786599015152,0.028243178705405714,0.31835769404800335,0.29011451534259763
123-42-2,Diacetone alcohol,1,1267,,,,-0.20708676283731586,-0.3868214879991472,-0.03141203868375387,0.3554094493153933
110-95-2,"N,N,N',N'-Tetramethyl-1,3-propanediamine",2,1267,,,,-1.2644898644924143,-1.4444018410296426,-1.0910196061774813,0.35338223485216136
96-22-0,3-Pentanone,1,1267,,,,-0.524384769207574,-0.7143621111185847,-0.3336279002221698,0.3807342108964149
19984-57-7,"1-(Tricyclo[3.3.1.1~3,7~]decan-1-yl)pyridin-1-ium bromide",1,1267,,,,-2.5277364907190947,-2.7660766370406877,-2.2932935057563157,0.472783131284372
62-53-3,Aniline,15,1267,-0.8945775038441985,1.0537743318308217,1.1845138094664647,-0.7886219327978448,-0.9276652639960243,-0.6561259974197465,0.2715392665762778
79277-27-3,Thifensulfuron-methyl,1,1267,,,,-2.44561637391347,-2.6302893422539646,-2.2613281686898583,0.3689611735641063
143-33-9,Sodium cyanide,9,1267,-1.2583227523218903,-0.7513219520216713,0.3082346003272525,-2.3191009756530248,-2.4496366879375966,-2.182128448006325,0.2675082399312716
144-62-7,Oxalic acid,1,1267,,,,-1.79888438636,-2.042411872655586,-1.5642727617051673,0.4781391109504187
7440-43-9,Cadmium,39,1267,-1.5703301886826426,-0.16271916373797032,0.8557667392894409,-2.2055828502082564,-2.3356945072589754,-2.07279467503544,0.2628998322235354
1305-62-0,Calcium hydroxide,2,1267,,,,-0.2835453283318965,-0.449216857142792,-0.12680676048659809,0.3224100966561939
173584-44-6,Indoxacarb,2,1267,,,,-2.513201776073143,-2.6832011137093827,-2.3557313906280477,0.32746972308133504
100-42-5,Styrene,9,1267,0.1415682160131766,1.1517117254473865,0.6141236477718583,-0.8914773947400869,-1.0272500281139734,-0.7489710769871274,0.278278951126846
10025-82-8,Indium trichloride,1,1267,,,,-1.561206541675194,-1.7572181627849681,-1.3668754896889186,0.39034267309604953
72-48-0,Alizarin,2,1267,,,,-2.106469497526036,-2.272062181173005,-1.9473476195067927,0.3247145616662124
557-31-3,"1-Propene, 3-ethoxy-",1,1267,,,,-1.8446413262747052,-2.0543334237739,-1.6219295952332347,0.4324038285406655
103-69-5,N-Ethylaniline,2,1267,,,,-1.7077581311893497,-1.867194867765826,-1.549337390019042,0.3178574777467842
13721-39-6,Sodium orthovanadate,1,1267,,,,-1.6511608410539171,-1.831291987094595,-1.4795115963108558,0.3517803907837391
56-12-2,4-Aminobutanoic acid,1,1267,,,,-1.7785398307534956,-2.0115578267047485,-1.554025346002373,0.4575324807023755
72-56-0,"p,p'-Ethyl-DDD",2,1267,,,,-3.586369169866938,-3.7548541428186804,-3.4215778233379655,0.3332763194807149
632-22-4,Tetramethylurea,1,1267,,,,-1.7997972226751044,-2.0563332775967558,-1.554531426465582,0.5018018511311737
1570-65-6,"4,6-Dichloro-o-cresol",1,1267,,,,-1.9750577298503318,-2.134787912361308,-1.8200258265207419,0.3147620858405662
107-15-3,Ethylenediamine,4,1267,,,,-0.396138375352149,-0.5577670968972611,-0.2290075577986591,0.328759539098602
1263-89-4,Paromomycin sulfate,2,1267,,,,-1.0202566338195895,-1.240279660828871,-0.7966234324761747,0.44365622835269636
508-32-7,"1,7,7-Trimethyltricyclo[2.2.1.02,6]heptane",1,1267,,,,-2.368790427937501,-2.5899645157854057,-2.164316521758256,0.4256479940271496
79241-46-6,Fluazifop-P-butyl,1,1267,,,,-2.117380923189221,-2.308856231600676,-1.9463718477678187,0.3624843838328573
54910-89-3,(+/-) -Fluoxetine,2,1267,,,,-2.8604797476058184,-3.0755947011904357,-2.6736380186636106,0.40195668252682504
645-08-9,Isovanillic acid,1,1267,,,,-1.4988865502328972,-1.7075075041600787,-1.3033817158167222,0.40412578834335644
506-32-1,Arachidonic acid,1,1267,,,,-3.048552728680469,-3.256530870705203,-2.867717669146939,0.38881320155826415
4104-14-7,Phosacetim,1,1267,,,,-2.7456974676692942,-2.919124675221741,-2.592857464961063,0.32626721026067784
554-84-7,3-Nitrophenol,3,1267,,,,-1.7760558685833199,-1.9350307990653168,-1.613051902971178,0.32197889609413877
1031-07-8,Endosulfan sulfate,7,1267,-2.974526893794021,-1.3002059001918294,1.0179148868737535,-3.7061244993356435,-3.862879105727635,-3.5569136619602326,0.3059654437674024
94-26-8,Butylparaben,2,1267,,,,-2.222458818248823,-2.4076810798540387,-2.0400136056198366,0.3676674742342021
35597-43-4,Bilanafos,1,1267,,,,-1.99916782016868,-2.1946373908215673,-1.8159817785695938,0.37865561225197353
56425-91-3,Flurprimidol,1,1267,,,,-1.6943723730904965,-1.8549567657999808,-1.5463292876516885,0.3086274781482923
3351-05-1,Acid Blue 113,1,1267,,,,-2.793229738752523,-2.9903057825631447,-2.6168047213402508,0.37350106122289395
95-82-9,"2,5-Dichloroaniline",2,1267,,,,-1.8434717606322033,-2.0188580722903278,-1.6799678235680235,0.3388902487223042
622-78-6,Benzyl isothiocyanate,1,1267,,,,-3.5648664148404974,-3.8420434824643435,-3.3007258058146833,0.5413176766496601
79-00-5,"1,1,2-Trichloroethane",7,1267,1.4976459183938626,1.680892251990991,0.11140586043315737,-0.24275978255598193,-0.36783547796227567,-0.12143270955725728,0.2464027684050184
6834-92-0,Sodium metasilicate,2,1267,,,,-0.6621926681671146,-0.8476255338139009,-0.47793422265873503,0.3696913111551659
504-24-5,4-Aminopyridine,1,1267,,,,-1.5132638648643402,-1.6489788189989583,-1.3797349233092857,0.26924389568967255
4684-94-0,6-Chloro-2-picolinic acid,1,1267,,,,-1.2161619389808291,-1.3485867702141516,-1.067937510773442,0.28064925944070973
532-02-5,Sodium 2-naphthalenesulfonate,1,1267,,,,-3.497127655379618,-3.8365425513680838,-3.174787764329975,0.6617547870381086
2687-12-9,"Benzene, (3-chloro-1-propenyl)-",1,1267,,,,-2.4175241712641578,-2.643648543821099,-2.198344350542257,0.44530419327884196
