CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
79-10-7,Acrylic acid,1,1267,,,,-0.9161794350122986,-1.1143697120592002,-0.7338417733726722,0.380527938686528
22781-23-3,Bendiocarb,2,1267,,,,-2.3965220549245054,-2.5210016719156045,-2.2658630337264536,0.25513863818915095
143-27-1,Hexadecylamine,2,1267,,,,-3.8478576808602307,-4.055566731085358,-3.653835977668871,0.4017307534164871
144-21-8,Disodium methanearsonate,1,1267,,,,-0.7873333415803709,-0.9715017109946315,-0.6069952124054249,0.3645064985892066
623-25-6,"alpha,alpha'-Dichloro-p-xylene",1,1267,,,,-3.2181418786958567,-3.426551778516577,-3.028940820462696,0.3976109580538809
78-00-2,Tetraethyl lead,4,1267,,,,-3.233888169763276,-3.388583963431949,-3.0795795002387574,0.30900446319319164
56634-95-8,Bromoxynil heptanoate,1,1267,,,,-3.940667313949219,-4.162451518500497,-3.732916997122467,0.4295345213780295
27355-22-2,Fthalide,2,1267,,,,-2.0806299981989094,-2.280580336962948,-1.894611259155012,0.3859690778079359
122-39-4,Diphenylamine,3,1267,,,,-1.6757792951711619,-1.8094767795855886,-1.542204073190474,0.2672727063951146
111-40-0,Diethylenetriamine,2,1267,,,,-0.4283749903799292,-0.5987556462339836,-0.26244638369829243,0.33630926253569116
39145-47-6,p-Chlorophenyl-o-nitrophenyl ether,1,1267,,,,-2.26029086550336,-2.432693497270588,-2.1086080849968085,0.3240854122737793
103-85-5,1-Phenyl-2-thiourea,1,1267,,,,-2.263301971244233,-2.4864578791492846,-2.044325506947791,0.4421323722014936
110-17-8,Fumaric acid,2,1267,,,,-1.395515446209646,-1.613978497320088,-1.1743541574770473,0.4396243398430406
335-76-2,PFDA,4,1267,,,,-1.5453819864671212,-1.7348106894257806,-1.3756538968431005,0.3591567925826802
37529-30-9,4-Decylaniline,2,1267,,,,-3.415695565240399,-3.6034635551117047,-3.2423127845092576,0.36115077060244705
15120-17-9,Sodium metaarsenate,1,1267,,,,-1.572954529161957,-1.768699933171134,-1.384434910361609,0.384265022809525
6361-21-3,2-Chloro-5-nitrobenzaldehyde,1,1267,,,,-1.4840950930542207,-1.625118063692532,-1.3409584577697693,0.2841596059227627
99-76-3,Methylparaben,2,1267,,,,-1.016931835718287,-1.1628312085786683,-0.8717258435170183,0.29110536506164997
121-32-4,3-Ethoxy-4-hydroxybenzaldehyde,1,1267,,,,-1.3059238620062115,-1.466759312574765,-1.14222183461757,0.324537477957195
134-20-3,Methyl 2-aminobenzoate,5,1267,0.8050399662845175,1.1083528973825494,0.18440116866823214,-0.8814984082225825,-1.0123772048902977,-0.7530106803332264,0.2593665245570713
542-85-8,"Ethane, isothiocyanato-",1,1267,,,,-2.6685136337410063,-2.934911862251902,-2.4224803064521496,0.5124315557997523
75-29-6,2-Chloropropane,1,1267,,,,-1.1188596942303841,-1.3222277761636891,-0.9172049627193067,0.4050228134443824
19932-84-4,"6-Chloro-2,3-dihydrobenzoxazol-2-one",1,1267,,,,-2.236707872947149,-2.4501811041793276,-2.030151017020508,0.4200300871588194
92-69-3,4-Phenylphenol,1,1267,,,,-2.6326192479352626,-2.8633640865494145,-2.4196260732109525,0.4437380133384621
105-67-9,"2,4-Dimethylphenol",8,1267,0.3563573099895616,0.8527226054399211,0.3017686724929497,-0.7763681710042618,-0.8923432419080329,-0.6668525676021769,0.225490674305856
90-04-0,2-Anisidine,1,1267,,,,-1.609853658770864,-1.785135571666899,-1.42934447620012,0.3557910954667791
156-59-2,"(Z)-1,2-Dichloroethylene",1,1267,,,,-1.5654914197683434,-1.7681028812237665,-1.360806666035573,0.40729621518819337
174630-05-8,Reversin 205,1,1267,,,,-3.839518198147657,-4.094076107417874,-3.594624307127794,0.4994518002900801
7786-34-7,Mevinphos,18,1267,-3.264435202313924,-1.384395043908375,1.1429832585711377,-2.8234669105384933,-2.9642582753458604,-2.7008516886615794,0.26340658668428096
10049-04-4,Chlorine dioxide,5,1267,0.351332382418887,2.5550336565560414,1.3397552451043528,-0.7284602643312219,-0.9198909887852129,-0.5381524521968803,0.38173853658833257
109-74-0,Butanenitrile,1,1267,,,,-1.1505600981972053,-1.3699146434503975,-0.9303455381674836,0.43956910528291393
333-43-7,O-Ethyl S-(4-methylphenyl) ethylphosphonodithioate,1,1267,,,,-3.6665955046170158,-3.8892000961232185,-3.460031953532504,0.42916814259071456
299-86-5,Crufomate,6,1267,1.2439240532796416,1.33493171310486,0.05532872854704374,-1.4796988232625483,-1.6210528874893666,-1.3350600218685895,0.2859928656207771
573-58-0,C.I. Direct Red 28,1,1267,,,,-1.7305557301580836,-1.9508898098209946,-1.5266545443405537,0.4242352654804409
1629-58-9,Ethyl vinyl ketone,1,1267,,,,-3.2790195470675605,-3.5804127667940215,-2.985023027658732,0.5953897391352894
2533-82-6,"Arsine, methylthioxo-",3,1267,,,,-1.996409961432689,-2.1771619997423275,-1.829827556823106,0.34733444291922155
60-57-1,Dieldrin,48,1267,-2.9045577277919965,-1.822752383663716,0.6576909497614503,-3.3306456936940982,-3.455136594941622,-3.214692939997243,0.24044365494437914
95-77-2,"3,4-Dichlorophenol",2,1267,,,,-2.165420927624711,-2.3596125309630462,-1.984582659818501,0.3750298711445452
50375-10-5,"2,3,6-Trichloroanisole",1,1267,,,,-2.7018446086038668,-2.911711549080677,-2.5157994992043418,0.3959120498763351
542-18-7,Chlorocyclohexane,1,1267,,,,-1.830764279493165,-2.0273470236688182,-1.6398260375284006,0.38752098614041763
34014-18-1,Tebuthiuron,3,1267,,,,-1.4353181063735918,-1.6114105654810067,-1.2728151774568937,0.33859538802411304
464-49-3,D-Camphor,1,1267,,,,-1.1417706488994013,-1.3069568217061365,-0.9791503541004272,0.3278064676057093
2439-00-1,"2,3,6-Trichlorophenylacetic acid sodium salt",5,1267,0.40669293849933347,0.8152734437816495,0.2483993095723466,-1.248941075232163,-1.3825670448147123,-1.1074174076559695,0.27514963715874274
57-12-5,Cyanide,2,1267,,,,-2.8652167927854024,-3.0343626522089076,-2.7012989862190633,0.33306366598984427
456-22-4,"Benzoic acid, 4-fluoro-",1,1267,,,,-1.4669409366137862,-1.6530741869575019,-1.2773517948953734,0.37572239206212843
95-53-4,2-Methylaniline,3,1267,,,,-1.3280662264662908,-1.497638779407321,-1.1488950679927858,0.3487437114145351
57055-39-7,Dichlorodehydroabietic acid,1,1267,,,,-2.5596343294499304,-2.721787442571396,-2.4043453510569934,0.3174420915144025
119-33-5,4-Methyl-2-nitrophenol,1,1267,,,,-0.9577279418844435,-1.1041230806349243,-0.8109160482296537,0.2932070324052706
65-45-2,Salicylamide,1,1267,,,,-1.1496507869933767,-1.330885810571865,-0.9650631669972246,0.36582264357464045
110-02-1,Thiophene,1,1267,,,,-2.598857258326409,-2.881560286603049,-2.3171345579446756,0.5644257286583736
14089-43-1,Potassium asulam,1,1267,,,,-1.2035413250767268,-1.3943308922340603,-1.0179770089107358,0.3763538833233244
141-82-2,Propanedioic acid,1,1267,,,,-1.2348429363086288,-1.4350821119457122,-1.0397581760188739,0.39532393592683834
140-66-9,"4-(1,1,3,3-Tetramethylbutyl)phenol",5,1267,-1.6734732929601908,-0.8639510351597675,0.4921545872144077,-2.240683867283897,-2.3786443129943686,-2.118829709860082,0.2598146031342865
78-96-6,1-Amino-2-propanol,1,1267,,,,-0.5207984257889142,-0.7041311839776389,-0.3471393291569593,0.3569918548206796
7778-54-3,Calcium hypochlorite,15,1267,-1.4484347839551532,-0.7931270012844618,0.39839884347959953,-2.029800966852842,-2.136239400813745,-1.9299265395762,0.2063128612375451
76578-14-8,Quizalofop-ethyl,1,1267,,,,-2.178517211477998,-2.338477258117804,-2.0346020745688045,0.30387518354899967
2758-42-1,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate",3,1267,,,,-1.5209074106165605,-1.6666349648609715,-1.3745581762868582,0.29207678857411334
31121-93-4,Ibuprofen sodium,1,1267,,,,-0.9242884734750303,-1.0887192018140932,-0.7624982710133248,0.3262209308007684
14507-19-8,Lanthanum hydroxide (La(OH)3),1,1267,,,,-1.7244508878835285,-1.91325428710203,-1.539298123776772,0.37395616332525794
2782-91-4,"1,1,3,3-Tetramethyl-2-thiourea",1,1267,,,,-1.5840602651134184,-1.8283408278433633,-1.3568916617083928,0.47144916613497045
121-05-1,"1,2-Ethanediamine, N,N-bis(1-methylethyl)-",1,1267,,,,-5.340469509572449,-5.8073132526111815,-4.880298223560585,0.9270150290505965
74610-55-2,Tylosin tartrate,1,1267,,,,-3.435199252179027,-3.7062635022097035,-3.182152854562265,0.5241106476474386
3400-09-7,Chlorimide,1,1267,,,,-2.2414458224333647,-2.3984732025806066,-2.085054843658822,0.3134183589217847
138-22-7,Butyl lactate,1,1267,,,,-1.0268531626020336,-1.19795435318414,-0.8615302006025316,0.3364241525816083
23184-66-9,Butachlor,19,1267,-1.3158533734159887,-0.16364819227781205,0.7004910116370917,-2.058313063121871,-2.2059718264042565,-1.920048532520853,0.28592329388340354
299-85-4,Zytron,2,1267,,,,-3.4644754144859298,-3.6655330100425503,-3.2492796966945483,0.416253313348002
95-80-7,"2,4-Diaminotoluene",2,1267,,,,-1.0866549253067461,-1.2649532113281072,-0.8998957991130148,0.36505741221509247
135590-91-9,Mefenpyr-diethyl,1,1267,,,,-2.3022584327068865,-2.4923334384250233,-2.1259912856511334,0.36634215277388993
97-50-7,"5-Chloro-2,4-dimethoxyaniline",1,1267,,,,-2.0952523238973955,-2.2805457736368706,-1.9140934846973754,0.3664522889394952
99685-96-8,Fullerene C60,1,1267,,,,-4.737866197973231,-5.028410666858521,-4.478743382480725,0.5496672843777963
1582-09-8,Trifluralin,22,1267,-2.0109240773986583,-0.3408929794372969,1.0153068155107223,-2.401524057958219,-2.54905310579899,-2.2834377941689272,0.2656153116300626
2051-61-8,3-Chlorobiphenyl,1,1267,,,,-1.9301148965268131,-2.079749989278875,-1.781745602569548,0.29800438670932694
26530-20-1,Octhilinone,1,1267,,,,-2.636471461831232,-2.747362229298072,-2.517700319114453,0.2296619101836188
86-87-3,1-Naphthaleneacetic acid,1,1267,,,,-1.2494376286208144,-1.4274071179528236,-1.0893903933061695,0.3380167246466541
17439-94-0,"Endothall, diammonium salt",1,1267,,,,-0.892433069443247,-1.036340456956049,-0.7424944644806222,0.29384599247542686
540-88-5,tert-Butyl acetate,1,1267,,,,-0.6875990130720743,-0.8588285393364724,-0.5153181068773232,0.34351043245914925
78-87-5,"1,2-Dichloropropane",5,1267,0.9577113863584529,1.4989833871397624,0.32907001079754944,-0.3497248021295179,-0.4778621820671996,-0.212247539590847,0.2656146424763526
89-60-1,"Benzene, 1-chloro-4-methyl-2-nitro-",1,1267,,,,-1.783416462586394,-1.959869636754605,-1.611816980943011,0.34805265581159395
75-31-0,Isopropylamine,2,1267,,,,-0.3566063797189213,-0.5321672550136554,-0.1769678121156056,0.3551994428980497
42399-41-7,Diltiazem,2,1267,,,,-2.148600219756207,-2.3179857577433047,-1.974652922513851,0.3433328352294538
15299-99-7,Napropamide,2,1267,,,,-1.0919667187617583,-1.2429440598999846,-0.9578822223211769,0.28506183757880765
112-80-1,Oleic acid,2,1267,,,,-1.7654783399314478,-1.9502348581994344,-1.592495391083769,0.3577394671156655
1024-57-3,Heptachlor epoxide,2,1267,,,,-4.02072629938575,-4.204726805646702,-3.849254615493099,0.3554721901536033
135-01-3,o-Diethylbenzene,1,1267,,,,-2.062333117572712,-2.267633460386585,-1.861049245115863,0.40658421527072197
75-87-6,Chloral,1,1267,,,,-1.477847738653261,-1.670182849557326,-1.2930184845491683,0.37716436500815775
69-53-4,Ampicillin,1,1267,,,,-3.2649516491271964,-3.483388410296687,-3.0435141309194806,0.43987427937720636
7647-14-5,Sodium chloride,16,1267,2.5667038805214473,3.4140528773180696,0.51515161161609,0.9644767521945057,0.8063442516885839,1.1217360337994298,0.31539178211084584
7803-55-6,Ammonium trioxovanadate,1,1267,,,,-1.1877219327205406,-1.315649753719847,-1.0400544173323798,0.27559533638746725
118-41-2,"Benzoic acid, 3,4,5-trimethoxy-",1,1267,,,,-3.592200020989594,-3.9285313076181447,-3.2986383836372384,0.6298929239809063
439-14-5,Diazepam,1,1267,,,,-1.4126948861309812,-1.5588323080482127,-1.282487439554352,0.27634486849386075
15545-48-9,Chlorotoluron,1,1267,,,,-2.0619380222785426,-2.2361014409002755,-1.8951233460024364,0.34097809489783915
616-72-8,"m-Xylene, 4,6-dinitro-",1,1267,,,,-1.7222353956617005,-1.8928886312157283,-1.5592173380425554,0.3336712931731729
753-89-9,"1-Chloro-2,2-dimethylpropane",1,1267,,,,-2.0555118723196317,-2.2852814614598644,-1.8326609890682901,0.4526204723915743
4080-31-3,N-(3-Chloroallyl)hexaminium chloride,3,1267,,,,-1.3766695798234156,-1.548224512444996,-1.213713387206224,0.334511125238772
294-62-2,Cyclododecane,1,1267,,,,-2.3498489229646538,-2.5589031317716664,-2.1477359917389176,0.4111671400327488
1007-28-9,Deisopropylatrazine,1,1267,,,,-2.3742025437893783,-2.613242430410394,-2.1569163164617793,0.4563261139486148
60-54-8,Tetracycline,1,1267,,,,-1.37285870557646,-1.5271002385188024,-1.2282427605625208,0.2988574779562816
23422-53-9,Formetanate hydrochloride,1,1267,,,,-1.980864594054911,-2.148130408161566,-1.8213081581966488,0.32682224996491716
150-78-7,Hydroquinone dimethyl ether,1,1267,,,,-1.4255266939267608,-1.6085055102890626,-1.2397953109540432,0.3687101993350195
69327-76-0,Buprofezin,3,1267,,,,-2.424660790305591,-2.593962804170817,-2.261699316200135,0.33226348797068184
529-20-4,2-Tolualdehyde,1,1267,,,,-1.1330482156990342,-1.2888239198916835,-0.9669913326348593,0.3218325872568243
7212-44-4,Nerolidol,1,1267,,,,-2.412720131651001,-2.5903038786815116,-2.2427608357403637,0.3475430429411479
2122-70-5,Ethyl 1-naphthaleneacetate,1,1267,,,,-1.6381088196783433,-1.8074213021914323,-1.4773439727520297,0.3300773294394026
107-20-0,Chloroacetaldehyde,1,1267,,,,-1.9195646393711512,-2.100596790366697,-1.720505771118768,0.380091019247929
10361-37-2,Barium chloride,6,1267,1.1197109526275084,2.303962228998452,0.7199736541699475,-0.44069556356365214,-0.6017803342453965,-0.279102502174514,0.32267783207088246
68-35-9,Sulfadiazine,1,1267,,,,-1.657003399343622,-1.831137053250932,-1.4974293470343096,0.33370770621662227
183675-82-3,Penthiopyrad,1,1267,,,,-2.3624186641702565,-2.52385422601395,-2.2109925927967464,0.3128616332172034
101-81-5,Diphenylmethane,1,1267,,,,-2.710911189009548,-2.938044008938879,-2.50877601771589,0.42926799122298887
58-36-6,"10,10'-Oxybisphenoxarsine",2,1267,,,,-2.830079692107777,-3.008515909994862,-2.6643985183045937,0.34411739169026845
111-86-4,1-Octanamine,2,1267,,,,-1.991618571899954,-2.1630377418145335,-1.823885136137309,0.3391526056772245
2961-68-4,Bromoxynil potassium salt (1:1),1,1267,,,,-2.0181054776185157,-2.2074805826696156,-1.83514154339469,0.3723390392749255
1646-88-4,Aldoxycarb,2,1267,,,,-1.3209576927003126,-1.4654997759823243,-1.1691046351020282,0.29639514088029606
123-11-5,4-Methoxybenzaldehyde,1,1267,,,,-5.005192837626253,-5.47675938415312,-4.574609034390964,0.9021503497621568
5437-45-6,Benzyl bromoacetate,3,1267,,,,-2.4704451107057213,-2.6102525056666783,-2.332835790933892,0.2774167147327864
98-05-5,Benzenearsonic acid,1,1267,,,,-0.6394085966248326,-0.7903111309230314,-0.4733565897445916,0.3169545411784398
6369-97-7,"2,4,5-T dimethylamine salt",2,1267,,,,-1.1292097563560808,-1.309217675822269,-0.9587381253568943,0.3504795504653746
10004-44-1,Hymexazol,1,1267,,,,-2.3575598210572735,-2.614388384519024,-2.130901030362028,0.48348735415699595
20056-92-2,"7-Dodecen-1-ol,(7Z)-",2,1267,,,,-1.750122218133603,-1.8972858255586682,-1.6006204425200503,0.2966653830386179
7705-08-0,Ferric chloride,9,1267,0.2567733011728348,1.3471098921846933,0.6628775795890476,-0.8790939691529114,-1.0322836104340969,-0.7330936011688152,0.2991900092652817
1137-12-8,(+)-Longicyclene,1,1267,,,,-3.468359431372815,-3.720588375491112,-3.240260390252515,0.4803279852385973
6051-87-2,"5,6-Benzoflavone",1,1267,,,,-3.9257155664439063,-4.2013604366926245,-3.6578718896026436,0.5434885470899808
7757-79-1,Potassium nitrate,5,1267,1.9568744597768264,2.365569265707779,0.2484687994325772,0.10410440560571205,-0.04243942099996784,0.2595766412805294,0.3020160622804972
7782-50-5,Chlorine,7,1267,-1.8518163176568878,-0.756880129807899,0.6656739359102208,-2.343971282291488,-2.458399079394514,-2.226573239771203,0.23182583962331105
3383-96-8,Temephos,15,1267,-3.051723961514324,-0.16732145365306697,1.7535922106376909,-3.1523517131055216,-3.319085329840499,-2.9817333838838374,0.33735194595666185
2439-35-2,2-(Dimethylamino)ethyl acrylate,2,1267,,,,-1.0428198624000944,-1.2172545281828782,-0.8726212982882819,0.3446332298945962
615-65-6,2-Chloro-4-methylaniline,1,1267,,,,-2.059557939828405,-2.2554948087193303,-1.8699460507619605,0.38554875795736976
590-17-0,Bromoacetonitrile,1,1267,,,,-3.4782867445394547,-3.7880027558272276,-3.1899874367122236,0.5980153191150039
812-70-4,"2H,2H,3H,3H-Perfluorodecanoic acid",1,1267,,,,-2.732660745678829,-2.939441263421755,-2.543229957568347,0.396211305853408
7646-79-9,Cobalt chloride,9,1267,-0.3357682660734156,1.123871583891887,0.887398018917075,-1.0540021113500415,-1.1949064036827224,-0.919211482485651,0.2756949211970714
7784-46-5,Sodium arsenite,15,1267,-0.028082741732957883,0.9688609157603992,0.606098707604193,-1.0940816781039184,-1.2116552760327575,-0.956179213497235,0.25547606253552246
29232-93-7,Pirimiphos-methyl,9,1267,-3.8165977665846094,-0.7149271481807528,1.8856818427986257,-3.311455634379225,-3.487905385140278,-3.1543070129419255,0.3335983721983524
2961-62-8,Ioxynil sodium,1,1267,,,,-2.437670783277533,-2.64468868702273,-2.243173296269034,0.40151539075369636
22248-41-5,Pyrenophorol,1,1267,,,,-2.9822165770495364,-3.23032596360978,-2.7548721454501712,0.47545381815960885
59-87-0,Nitrofurazone,3,1267,,,,-0.9662874065517211,-1.111818659751878,-0.8288182195048195,0.2830004402470585
110-83-8,Cyclohexene,5,1267,0.12082789835613328,1.1585795035064532,0.6309081781785414,-1.058321849880528,-1.2183927904130065,-0.904399577074117,0.3139932133388895
1310-73-2,Sodium hydroxide,5,1267,1.373079410264577,1.767099817944312,0.23954739876155534,-0.7987059763341835,-0.976624671033144,-0.6314594991339749,0.34516517189916907
631-64-1,Dibromoacetic acid,2,1267,,,,-0.21265185509933104,-0.34669501747049014,-0.07294897988365147,0.2737460375868387
107-12-0,Propionitrile,1,1267,,,,-0.8818397920262188,-1.0956688683801925,-0.6676321902825976,0.42803667809759494
114-07-8,Erythromycin,5,1267,-0.6359443305049342,1.1802900009853419,1.1041920701822177,-1.887828633956659,-2.073122470193388,-1.7153335090004873,0.3577889611929006
64700-56-7,Triclopyr-butotyl,8,1267,-0.5938999085402416,-0.16692988813473852,0.25957934092703294,-2.1011433101069796,-2.2368220076524534,-1.9659775347924846,0.2708444728599688
505-23-7,"1,3-Dithiane",1,1267,,,,-2.582796534877593,-2.854199791455095,-2.3122813680641285,0.5419184233909666
107-64-2,Dimethyldioctadecylammonium chloride,2,1267,,,,-2.321442092919179,-2.53770794851368,-2.128566055722838,0.4091418927908421
685-91-6,Diethylacetamide,1,1267,,,,-1.6390471169492118,-1.8806269254434762,-1.412740782151973,0.46788614329150313
513-48-4,2-Iodobutane,1,1267,,,,-2.217035823171212,-2.427066059531405,-2.021791086945647,0.40527497258575806
10108-64-2,Cadmium chloride,135,1267,-1.6977538343881087,0.06171021061306882,1.0696781866615819,-2.2976030247477675,-2.453049002094499,-2.1540012251758873,0.2990477769186115
106-49-0,4-Methylaniline,3,1267,,,,-1.3465462772767332,-1.4962903898324207,-1.1727641196245235,0.32352627020789715
7785-87-7,Manganese sulfate (1:1),7,1267,-1.039885383701941,1.2159195698700682,1.3714320329845135,-0.41562378809675515,-0.5503407687512673,-0.2756182087699614,0.27472255998130585
2016-42-4,Tetradecylamine,2,1267,,,,-3.2588586782139095,-3.4333476773674056,-3.086866818869168,0.3464808584982375
615-36-1,"Benzenamine, 2-bromo-",3,1267,,,,-1.3934902198294434,-1.5414839670874232,-1.253164675587806,0.2883192914996171
35400-43-2,Sulprofos,6,1267,-2.3647472052385803,0.2595321910619035,1.5954485878261715,-2.6358962749954493,-2.8064540445491106,-2.4682555981034078,0.33819844644570285
98-82-8,Cumene,3,1267,,,,-1.1983668912295433,-1.3353554190815127,-1.051958397516038,0.28339702156547464
1214-39-7,N-Benzyladenine,2,1267,,,,-1.6814662414269868,-1.8611568302144288,-1.5062040975054718,0.354952732708957
302-95-4,Sodium deoxycholate,1,1267,,,,-1.5302070423087353,-1.7051449157474057,-1.369861895673754,0.3352830200736516
51218-49-6,Pretilachlor,3,1267,,,,-3.137545127182999,-3.322904916734569,-2.954298969860714,0.36860594687385495
